label,text
ham,Ok. Me watching tv too.
ham,"It wont b until 2.15 as trying 2 sort house out, is that ok?"
ham,I will lick up every drop :) are you ready to use your mouth as well?
spam,You will recieve your tone within the next 24hrs. For Terms and conditions please see Channel U Teletext Pg 750
ham,"Ill call u 2mrw at ninish, with my address that icky American freek wont stop callin me 2 bad Jen k eh?"
ham,Id have to check but there's only like 1 bowls worth left
spam,"UpgrdCentre Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9153. Offer ends 26th July. T&C's apply. Opt-out available"
ham,Hope you are feeling great. Pls fill me in. Abiola
spam,Free msg: Single? Find a partner in your area! 1000s of real people are waiting to chat now!Send CHAT to 62220Cncl send STOPCS 08717890890£1.50 per msg
ham,Dunno lei he neva say...
ham,Siva is in hostel aha:-.
ham,"Sorry, I'll call later"
ham,Shall i send that exe to your mail id.
ham,"Sir, waiting for your letter."
spam,Todays Vodafone numbers ending with 4882 are selected to a receive a £350 award. If your number matches call 09064019014 to receive your £350 award.
ham,Oic cos me n my sis got no lunch today my dad went out... So dunno whether 2 eat in sch or wat...
ham,"The house is on the water with a dock, a boat rolled up with a newscaster who dabbles in jazz flute behind the wheel"
ham,"There'll be a minor shindig at my place later tonight, you interested?"
ham,I sent them. Do you like?
ham,Annoying isn't it.
ham,Dear umma she called me now :-)
ham,Yup i've finished c ü there...
ham,No. Thank you. You've been wonderful
ham,Wot is u up 2 then bitch?
ham,Yes.mum lookin strong:)
spam,Someone has contacted our dating service and entered your phone because they fancy you! To find out who it is call from a landline 09111032124 . PoBox12n146tf150p
ham,Have a good evening! Ttyl
ham,How are you enjoying this semester? Take care brother.
ham,hi baby im cruisin with my girl friend what r u up 2? give me a call in and hour at home if thats alright or fone me on this fone now love jenny xxx
ham,She's fine. Sends her greetings
spam,"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/reward. Ts&Cs apply."
ham,"Jay wants to work out first, how's 4 sound?"
ham,If You mean the website. Yes.
ham,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.
ham,"K, can I pick up another 8th when you're done?"
ham,"By the way, make sure u get train to worc foregate street not shrub hill. Have fun night x"
ham,Ok lor... Or u wan me go look 4 u?
spam,Please CALL 08712402972 immediately as there is an urgent message waiting for you
ham,"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!"
ham,Get down in gandhipuram and walk to cross cut road. Right side &lt;#&gt; street road and turn at first right.
ham,Did u see what I posted on your Facebook?
ham,My friends use to call the same.
ham,My darling sister. How are you doing. When's school resuming. Is there a minimum wait period before you reapply? Do take care
ham,Really good:)dhanush rocks once again:)
ham,"Vikky, come around  &lt;TIME&gt; .."
ham,So wat's da decision?
ham,I can take you at like noon
ham,I see the letter B on my car
ham,Good morning pookie pie! Lol hope I didn't wake u up
ham,Its worse if if uses half way then stops. Its better for him to complete it.
ham,"Ola would get back to you maybe not today but I ve told him you can be his direct link in the US in getting cars he bids for online, you arrange shipping and you get a cut. Or U????? For a partnership where U????? Invest money for shipping and he takes care of the rest!U??Wud b self reliant soon dnt worry"
ham,Crazy ar he's married. Ü like gd looking guys not me. My frens like say he's korean leona's fave but i dun thk he is. Aft some thinking mayb most prob i'll go.
ham,"Hiya, probably coming home * weekend after next"
ham,I don't think he has spatula hands!
spam,"Your free ringtone is waiting to be collected. Simply text the password MIX to 85069 to verify. Get Usher and Britney. FML, PO Box 5249, MK17 92H. 450Ppw 16"
ham,What time you coming down later? 
ham,Actually i deleted my old website..now i m blogging at magicalsongs.blogspot.com
spam,"Your free ringtone is waiting to be collected. Simply text the password MIX to 85069 to verify. Get Usher and Britney. FML, PO Box 5249, MK17 92H. 450Ppw 16"
spam,Moby Pub Quiz.Win a £100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP £1.50 008704050406 SP
ham,Ard 515 like dat. Y?
ham,No need for the drug anymore.
ham,U horrible gal... U knew dat i was going out wif him yest n u still come n ask me...
ham,Ultimately tor motive tui achieve korli.
ham,How's it feel? Mr. Your not my real Valentine just my yo Valentine even tho u hardly play!!
ham,"Evry Emotion dsn't hav Words.Evry Wish dsn't hav Prayrs.. If u Smile,D World is wit u.Othrwise even d Drop of Tear dsn't lik 2 Stay wit u.So b happy.. Good morning, keep smiling:-)"
ham,Good morning princess! Happy New Year!
ham,She's good. How are you. Where r u working now
ham,"K will do, addie &amp; I are doing some art so I'll be here when you get home"
ham,Haf u eaten? Wat time u wan me 2 come?
ham,I'm done oredi...
ham,"Cool, text me when you're ready"
spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203652 Identifier Code: 42810 Expires 29/10/0
ham,"Hi hope u get this txt~journey hasnt been gd,now about 50 mins late I think."
ham,"Yeah, probably but not sure. Ilol let u know, but personally I wuldnt bother, then again if ur goin to then I mite as well!!"
ham,K come to nordstrom when you're done
ham,Dont think so. It turns off like randomlly within 5min of opening
ham,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. take cr da"
ham,U really pig leh sleep so much. My dad wake me up at 10 smth 2 eat lunch today.
ham,"Come to mu, we're sorting out our narcotics situation"
ham,Same. Wana plan a trip sometme then
ham,Beautiful Truth against Gravity.. Read carefully: Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it.. GOODMORNING
ham,How much r ü willing to pay?
ham,Oh ya ya. I remember da. .
ham,R u over scratching it?
ham,Let's pool our money together and buy a bunch of lotto tickets. If we win I get &lt;#&gt; % u get &lt;#&gt; %. Deal?
ham,Thanks for loving me so. You rock
ham,"I got like $ &lt;#&gt; , I can get some more later though. Get whatever you feel like"
ham,Today my system sh get ready.all is well and i am also in the deep well
spam,You have 1 new message. Please call 08712400200.
ham,"Ya ok, then had dinner?"
ham,Good Morning plz call me sir
ham,"Sorry, I'll call later"
ham,"The affidavit says  &lt;#&gt;  E Twiggs St, division g, courtroom  &lt;#&gt; , &lt;TIME&gt;  AM. I'll double check and text you again tomorrow"
ham,Bring home some Wendy =D
ham,Anything lor if they all go then i go lor...
ham,R we still meeting 4 dinner tonight?
ham,Haha... Hope ü can hear the receipt sound... Gd luck!
ham,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it..."
ham,"Guy, no flash me now. If you go call me, call me. How madam. Take care oh."
ham,Today i'm not workin but not free oso... Gee... Thgt u workin at ur fren's shop ? 
ham,Is there coming friday is leave for pongal?do you get any news from your work place.
ham,"Sir, i am waiting for your call, once free please call me."
spam,Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU
ham,"I know dat feelin had it with Pete! Wuld get with em , nuther place nuther time mayb?"
ham,Do u still have plumbers tape and a wrench we could borrow?
ham,IM GONNAMISSU SO MUCH!!I WOULD SAY IL SEND U A POSTCARD BUTTHERES ABOUTAS MUCH CHANCE OF MEREMEMBERIN ASTHERE IS OFSI NOT BREAKIN HIS CONTRACT!! LUV Yaxx
ham,Wat time ü wan today?
ham,Good afternoon my boytoy. How goes that walking here and there day ? Did you get that police abstract? Are you still out and about? I wake and miss you babe
spam,URGENT! We are trying to contact U Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050000460 from land line. Claim J89. po box245c2150pm
spam,FREE RING TONE just text POLYS to 87131. Then every week get a new tone. 0870737910216yrs only £1.50/wk.
ham,Draw va?i dont think so:)
ham,They finally came to fix the ceiling.
ham,Send me your id and password
ham,"Merry Christmas to you too babe, i love ya *kisses*"
ham,"Kind of. Just missed train cos of asthma attack, nxt one in half hr so driving in. not sure where to park."
ham,He said i look pretty wif long hair wat. But i thk he's cutting quite short 4 me leh.
ham,Can't. I feel nauseous. I'm so pissed. I didn't eat any sweets all week cause today I was planning to pig out. I was dieting all week. And now I'm not hungry :/
ham,Okay. I've seen it. So i should pick it on friday?
ham,Jus finished avatar nigro
ham,India have to take lead:)
ham,Omg if its not one thing its another. My cat has worms :/ when does this bad day end?
ham,Aiyo cos i sms ü then ü neva reply so i wait 4 ü to reply lar. I tot ü havent finish ur lab wat.
spam,"Xmas & New Years Eve tickets are now on sale from the club, during the day from 10am till 8pm, and on Thurs, Fri & Sat night this week. They're selling fast!"
ham,Stupid auto correct on my phone
ham,Dhoni have luck to win some big title.so we will win:)
ham,Ok... Take ur time n enjoy ur dinner...
ham,Leave it wif me lar... Ü wan to carry meh so heavy... Is da num 98321561 familiar to ü?
ham,"I‘ll leave around four, ok?"
ham,You know my old Dom I told you about yesterday ? His name is Roger? He got in touch with me last night and wants me to meet him today at 2 pm
ham,I asked you to call him now ok
ham,Ok lor...
spam,"Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!"
ham,"Give her something to drink, if she takes it and doesn't vomit then you her temp might drop. If she unmits however let me know."
spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08715203685 Identifier Code:4xx26 Expires 13/10/04
ham,Yeah confirmed for you staying at  that weekend
ham,Unfortunately i've just found out that we have to pick my sister up from the airport that evening so don't think i'll be going out at all. We should try to go out one of th
spam,The current leading bid is 151. To pause this auction send OUT. Customer Care: 08718726270
ham,Send me the new number
ham,So u workin overtime nigpun?
ham,No. But we'll do medical missions to nigeria
ham,A guy who gets used but is too dumb to realize it.
ham,7 lor... Change 2 suntec... Wat time u coming?
ham,U guys never invite me anywhere :(
ham,"Dude. What's up. How Teresa. Hope you have been okay. When i didnt hear from these people, i called them and they had received the package since dec  &lt;#&gt; . Just thot you'ld like to know. Do have a fantastic year and all the best with your reading. Plus if you can really really Bam first aid for Usmle, then your work is done."
ham,"TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD"
ham,Me too! Have a lovely night xxx
ham,Probably a couple hours tops
ham,We have all rounder:)so not required:)
ham,Nope i waiting in sch 4 daddy... 
ham,Did u turn on the heater? The heater was on and set to &lt;#&gt; degrees.
ham,Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.
ham,I take it the post has come then! You must have 1000s of texts now! Happy reading. My one from wiv hello caroline at the end is my favourite. Bless him
ham,"Urgh, coach hot, smells of chip fat! Thanks again, especially for the duvet (not a predictive text word)."
spam,Here is your discount code RP176781. To stop further messages reply stop. www.regalportfolio.co.uk. Customer Services 08717205546
ham,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da."
ham,Wishing you a beautiful day. Each moment revealing even more things to keep you smiling. Do enjoy it.
ham,Hi Petey!noim ok just wanted 2 chat coz avent spoken 2 u 4 a long time-hope ur doin alrite.have good nit at js love ya am.x
ham,Yeah my usual guy's out of town but there're definitely people around I know
ham,Hmmm...k...but i want to change the field quickly da:-)i wanna get system administrator or network administrator..
ham,U gd lor go shopping i got stuff to do. U wan 2 watch infernal affairs a not? Come lar...
ham,Dude how do you like the buff wind.
ham,Wow so healthy. Old airport rd lor. Cant thk of anything else. But i'll b bathing my dog later.
ham,Mm have some kanji dont eat anything heavy ok
ham,Aiyah ok wat as long as got improve can already wat...
ham,In which place i can get rooms cheap:-)
ham,Neva mind it's ok..
ham,I am going to sleep. I am tired of travel.
ham,Do we have any spare power supplies
ham,I love to wine and dine my lady!
spam,"Hello from Orange. For 1 month's free access to games, news and sport, plus 10 free texts and 20 photo messages, reply YES. Terms apply: www.orange.co.uk/ow"
ham,Lol please do. Actually send a pic of yourself right now. I wanna see. Pose with a comb and hair dryer or something.
ham,Hmm...my uncle just informed me that he's paying the school directly. So pls buy food.
ham,Minimum walk is 3miles a day.
spam,You have an important customer service announcement from PREMIER.
ham,Is ur lecture over?
spam,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!"
spam,"Double Mins & 1000 txts on Orange tariffs. Latest Motorola, SonyEricsson & Nokia with Bluetooth FREE! Call MobileUpd8 on 08000839402 or call2optout/HF8"
ham,"I don't have anybody's number, I still haven't thought up a tactful way to ask alex"
ham,Ugh. Gotta drive back to sd from la. My butt is sore.
ham,Good evening! this is roger. How are you?
spam,Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705
spam,"Welcome to Select, an O2 service with added benefits. You can now call our specially trained advisors FREE from your mobile by dialling 402."
ham,"This is one of the days you have a billion classes, right?"
ham,Yeah you should. I think you can use your gt atm now to register. Not sure but if there's anyway i can help let me know. But when you do be sure you are ready.
ham,Howz pain?hope u r fine..
spam,Join the UK's horniest Dogging service and u can have sex 2nite!. Just sign up and follow the instructions. Txt ENTRY to 69888 now! Nyt.EC2A.3LP.msg@150p
ham,"It's cool, we can last a little while. Getting more any time soon?"
ham,"I hope your alright babe? I worry that you might have felt a bit desparate when you learned the job was a fake ? I am here waiting when you come back, my love"
ham,"He said that he had a right giggle when he saw u again! You would possibly be the first person2die from NVQ, but think how much you could for! "
ham,Beautiful Truth against Gravity.. Read carefully: Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it.. GOOD NIGHT
ham,Its a valentine game. . . send dis msg to all ur friends. . If 5 answers r d same then someone really loves u. . Ques- which colour suits me the best?
ham,Can ü call me at 10:10 to make sure dat i've woken up...
spam,"URGENT! Your Mobile No. was awarded £2000 Bonus Caller Prize on 5/9/03 This is our final try to contact U! Call from Landline 09064019788 BOX42WR29C, 150PPM"
ham,Ok i am on the way to home hi hi
ham,"Wow ... I love you sooo much, you know ? I can barely stand it ! I wonder how your day goes and if you are well, my love ... I think of you and miss you"
ham,"Sorry I flaked last night, shit's seriously goin down with my roommate, what you up to tonight?"
ham,It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.
ham,As in different styles?
ham,"Got fujitsu, ibm, hp, toshiba... Got a lot of model how to say..."
ham,I anything lor.
ham,Mm you ask him to come its enough :-)
ham,Ambrith..madurai..met u in arun dha marrge..remembr?
ham,K...k...when will you give treat?
ham,Huh so late... Fr dinner?
ham,Genius what's up. How your brother. Pls send his number to my skype.
ham,Ya just telling abt tht incident..
ham,Dont flatter yourself... Tell that man of mine two pints of carlin in ten minutes please.... 
ham,Sorry dude. Dont know how i forgot. Even after Dan reminded me. Sorry. Hope you guys had fun.
ham,Hows the pain dear?y r u smiling?
ham,Sorry da. I gone mad so many pending works what to do.
spam,"Urgent! call 09066612661 from landline. Your complementary 4* Tenerife Holiday or £10,000 cash await collection SAE T&Cs PO Box 3 WA14 2PX 150ppm 18+ Sender: Hol Offer"
spam,88066 FROM 88066 LOST 3POUND HELP
ham,Oh is it! Which brand?
spam,I am hot n horny and willing I live local to you - text a reply to hear strt back from me 150p per msg Netcollex LtdHelpDesk: 02085076972 reply Stop to end
ham,Why must we sit around and wait for summer days to celebrate. Such a magical sight when the worlds dressed in white. Oooooh let there be snow.
ham,We are supposed to meet to discuss abt our trip... Thought xuhui told you? In the afternoon. Thought we can go for lesson after that
ham,Sounds great! Im going to sleep now. Have a good night!
ham,It didnt work again oh. Ok goodnight then. I.ll fix and have it ready by the time you wake up. You are very dearly missed have a good night sleep.
ham,How come she can get it? Should b quite diff to guess rite...
spam,"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE"
ham,When are you guys leaving?
ham,"Especially since i talk about boston all up in my personal statement, lol! I woulda changed that if i had realized it said nyc! It says boston now."
ham,I'm always on yahoo messenger now. Just send the message to me and i.ll get it you may have to send it in the mobile mode sha but i.ll get it. And will reply.
spam,Kit Strip - you have been billed 150p. Netcollex Ltd. PO Box 1013 IG11 OJA
ham,wiskey Brandy Rum Gin Beer Vodka Scotch Shampain Wine KUDIyarasu dhina vaazhthukkal. ..
ham,Jay says that you're a double-faggot
ham,Omg Joanna is freaking me out. She's looked thru all my friends to find photos of me. And then she's asking about stuff on my MySpace which I haven't even logged on in like a year. :/
ham,Does cinema plus drink appeal tomo? * Is a fr thriller by director i like on at mac at 8.30.
ham,"I love you !!! You know? Can you feel it? Does it make your belly warm? I wish it does, my love ... I shall meet you in your dreams, Ahmad ... *adoring kiss*"
ham,If I was I wasn't paying attention
ham,"Sometimes we put walls around our hearts,not just to be safe from getting hurt.. But to find out who cares enough to break the walls &amp; get closer.. GOODNOON:)"
ham,Please give it 2  or i will pick it up on Tuesday evening about 8 if that is ok.
ham,Yar but they say got some error.
ham,"Sir, good morning. Hope you had a good weekend. I called to let you know that i was able to raise  &lt;#&gt;  from my dad. He however said he would make the rest available by mid feb. This amount is still quite short and i was hoping you would help. Do have a good day. Abiola"
ham,"Gud gud..k, chikku tke care.. sleep well gud nyt"
ham,No. Yes please. Been swimming?
ham,Not able to do anything.
ham,Cps is causing the outages to conserve energy.
ham,Still at west coast... Haiz... Ü'll take forever to come back...
ham,"K, my roommate also wants a dubsack and another friend may also want some so plan on bringing extra, I'll tell you when they know for sure"
ham,"Oh really? perform, write a paper, go to a movie AND be home by midnight, huh?"
ham,"I.ll always be there, even if its just in spirit. I.ll get a bb soon. Just trying to be sure i need it."
ham,Beautiful Truth against Gravity.. Read carefully: Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it.. GOOD NIGHT
spam,This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18+only
ham,"Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '"
ham,You said to me before i went back to bed that you can't sleep for anything.
ham,K I'll be there before 4.
ham,Ball is moving a lot.will spin in last :)so very difficult to bat:)
ham,Juz go google n search 4 qet...
ham,True. Its easier with her here.
ham,"Looks like you found something to do other than smoke, great job!"
ham,K..k..i'm also fine:)when will you complete the course?
ham,Is ur paper today in e morn or aft?
ham,No that just means you have a fat head
ham,"Sorry, I'll call later"
ham,"Well the general price is  &lt;#&gt; /oz, let me know if/when/how much you want"
ham,Usually the person is unconscious that's in children but in adults they may just behave abnormally. I.ll call you now
ham,Howz that persons story
ham,V skint too but fancied few bevies.waz gona go meet &othrs in spoon but jst bin watchng planet earth&sofa is v comfey; If i dont make it hav gd night
ham,I know I'm lacking on most of this particular dramastorm's details but for the most part I'm not worried about that
ham,Ok...
ham,Loosu go to hospital. De dont let it careless.
ham,Nope. I just forgot. Will show next week
ham,I wish u were here. I feel so alone
ham,Thanx u darlin!im cool thanx. A few bday drinks 2 nite. 2morrow off! Take care c u soon.xxx
ham,Thanx but my birthday is over already.
ham,"Hello, my boytoy! I made it home and my constant thought is of you, my love. I hope your having a nice visit but I can't wait till you come home to me ...*kiss*"
ham,"K, want us to come by now?"
spam,Had your mobile 11 months or more? U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on 08002986030
ham,I sent your maga that money yesterday oh.
ham,Happy New Year Princess!
ham,Ya i knw u vl giv..its ok thanks kano..anyway enjoy wit ur family wit 1st salary..:-);-)
ham,"yeah, that's what I was thinking"
ham,Good Morning my Dear........... Have a great &amp; successful day.
ham,Finally the match heading towards draw as your prediction.
ham,Okay lor... Wah... like that def they wont let us go... Haha... What did they say in the terms and conditions?
ham,Yes watching footie but worried we're going to blow it - Phil Neville?
ham,"Haven't seen my facebook, huh? Lol!"
ham,YO YO YO BYATCH WHASSUP?
ham,I will reach before ten morning
spam,"URGENT!: Your Mobile No. was awarded a £2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9755 BOX95QU"
ham,Hello boytoy ! Geeee ... I'm missing you today. I like to send you a tm and remind you I'm thinking of you ... And you are loved ... *loving kiss*
ham,Don't Think About What u Have Got Think About How to Use It That You Have Got gooD ni8
ham,The hair cream has not been shipped.
ham,Have you always been saying welp?
ham,"Did he say how fantastic I am by any chance, or anything need a bigger life lift as losing the will 2 live, do you think I would be the first person 2 die from N V Q? "
spam,Last chance 2 claim ur £150 worth of discount vouchers-Text YES to 85023 now!SavaMob-member offers mobile T Cs 08717898035. £3.00 Sub. 16 . Remove txt X or STOP
ham,"Remember all those whom i hurt during days of satanic imposter in me.need to pay a price,so be it.may destiny keep me going and as u said pray that i get the mind to get over the same."
ham,"Haha I heard that, text me when you're around"
spam,"Hi, this is Mandy Sullivan calling from HOTMIX FM...you are chosen to receive £5000.00 in our Easter Prize draw.....Please telephone 09041940223 to claim before 29/03/05 or your prize will be transferred to someone else...."
ham,Pls ask macho how much is budget for bb bold 2 is cos i saw a new one for  &lt;#&gt;  dollars.
ham,Thanks a lot for your wishes on my birthday. Thanks you for making my birthday truly memorable.
ham,:( but your not here....
spam,"FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 £3/wk"
ham,K... Must book a not huh? so going for yoga basic on sunday?
ham,Smith waste da.i wanna gayle.
ham,Am also doing in cbe only. But have to pay.
ham,K da:)how many page you want?
ham,Dunno lei shd b driving lor cos i go sch 1 hr oni.
ham,Ya very nice. . .be ready on thursday
ham,Well its not like you actually called someone a punto. That woulda been worse.
ham,Haha mayb u're rite... U know me well. Da feeling of being liked by someone is gd lor. U faster go find one then all gals in our group attached liao.
ham,Hey gals...U all wanna meet 4 dinner at nìte? 
ham,Can you plz tell me the ans. BSLVYL sent via fullonsms.com
ham,I am not having her number sir
ham,Oh sorry please its over
ham,Do 1 thing! Change that sentence into: Because i want 2 concentrate in my educational career im leaving here..
ham,As usual u can call me ard 10 smth.
spam,Welcome to UK-mobile-date this msg is FREE giving you free calling to 08719839835. Future mgs billed at 150p daily. To cancel send go stop to 89123
ham,Yeah I'll try to scrounge something up
ham,"Sorry my roommates took forever, it ok if I come by now?"
ham,10 min later k...
spam,Hello. We need some posh birds and chaps to user trial prods for champneys. Can i put you down? I need your address and dob asap. Ta r
spam,YOU ARE CHOSEN TO RECEIVE A £350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.
ham,"Ok da, i already planned. I wil pick you."
ham,Don know:)this week i'm going to tirunelvai da.
ham,No. On the way home. So if not for the long dry spell the season would have been over
ham,Ü still got lessons?  Ü in sch?
spam,"This is the 2nd attempt to contract U, you have won this weeks top prize of either £1000 cash or £200 prize. Just call 09066361921"
ham,It took Mr owl 3 licks
ham,Lol ... I really need to remember to eat when I'm drinking but I do appreciate you keeping me company that night babe *smiles*
ham,So gd got free ice cream... I oso wan...
ham,Aight well keep me informed
ham,A lot of this sickness thing going round. Take it easy. Hope u feel better soon. Lol
ham,Got it! It looks scrumptious... daddy wants to eat you all night long!
ham,"Haha figures, well I found the piece and priscilla's bowl"
ham,They will pick up and drop in car.so no problem..
ham,Speaking of does he have any cash yet?
ham,Your daily text from me – a favour this time
spam,Urgent! Please call 09061743811 from landline. Your ABTA complimentary 4* Tenerife Holiday or £5000 cash await collection SAE T&Cs Box 326 CW25WX 150ppm
ham,You lifted my hopes with the offer of money. I am in need. Especially when the end of the month approaches and it hurts my studying. Anyways have a gr8 weekend
ham,Bring tat cd don forget
ham,Anything lar then ü not going home 4 dinner?
ham,Sitting in mu waiting for everyone to get out of my suite so I can take a shower
ham,Never blame a day in ur life. Good days give u happiness. Bad days give u experience. Both are essential in life! All are Gods blessings! good morning.:
ham,I've told you everything will stop. Just dont let her get dehydrated.
ham,Pls speak with me. I wont ask anything other then you friendship.
ham,"Thank you. And by the way, I just lost."
ham,"A famous quote : when you develop the ability to listen to 'anything' unconditionally without losing your temper or self confidence, it means you are ......... 'MARRIED'"
ham,God bless.get good sleep my dear...i will pray!
ham,You're gonna have to be way more specific than that
ham,"Good good, billy mates all gone. Just been jogging, again! Did enjoy concert?"
spam,You are a winner U have been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810
spam,New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693
ham,"I think your mentor is , but not 100 percent sure."
ham,Olol i printed out a forum post by a guy with the exact same  prob which was fixed with a gpu replacement. Hopefully they dont ignore that.
ham,"wow. You're right! I didn't mean to do that. I guess once i gave up on boston men and changed my search location to nyc, something changed. Cuz on my signin page it still says boston."
ham,"Oh fine, I'll be by tonight"
spam,Sorry! U can not unsubscribe yet. THE MOB offer package has a min term of 54 weeks> pls resubmit request after expiry. Reply THEMOB HELP 4 more info
ham,Cheers for the message Zogtorius. Ive been staring at my phone for an age deciding whether to text or not.
ham,What's the significance?
ham,Lol ... I knew that .... I saw him in the dollar store
ham,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu
ham,Those were my exact intentions
ham,Good words.... But words may leave u in dismay many times.
ham,"If i let you do this, i want you in the house by 8am."
ham,Can a not?
ham,Best line said in Love: . I will wait till the day I can forget u Or The day u realize that u cannot forget me.... Gn
ham,Same as u... Dun wan... Y u dun like me already ah... Wat u doing now? Still eating?
ham,How much is torch in 9ja.
ham,"Awesome, be there in a minute"
ham,What makes you most happy?
ham,"Sorry, got a late start, we're on the way"
ham,Ok i juz receive..
ham,"Sorry, I'll call later"
ham,Ü still attending da talks?
ham,HI ITS KATE CAN U GIVE ME A RING ASAP XXX
ham,Haven't eaten all day. I'm sitting here staring at this juicy pizza and I can't eat it. These meds are ruining my life.
ham,Arun can u transfr me d amt
ham,Keep yourself safe for me because I need you and I miss you already and I envy everyone that see's you in real life
ham,I've been trying to reach him without success
spam,YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a £150 prize. To collect is easy. Just call 09061743386
spam,"URGENT! Your Mobile No 07808726822 was awarded a £2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9758 BOX95QU"
ham,No it was cancelled yeah baby! Well that sounds important so i understand my darlin give me a ring later on this fone love Kate x
ham,"Yeah, I'll leave in a couple minutes &amp; let you know when I get to mu"
ham,"No idea, I guess we'll work that out an hour after we're supposed to leave since as usual nobody has any interest in figuring shit out before the last second"
spam,Adult 18 Content Your video will be with you shortly
ham,No prob. I will send to your email.
ham,Was playng 9 doors game and gt racing on phone lol
spam,Someonone you know is trying to contact you via our dating service! To find out who it could be call from your mobile or landline 09064015307 BOX334SK38ch 
ham,"Mah b, I'll pick it up tomorrow"
ham,Sorry. || mail? || 
ham,what I meant to say is cant wait to see u again getting bored of this bridgwater banter
ham,"My mobile number.pls sms ur mail id.convey regards to achan,amma.Rakhesh.Qatar"
ham,"CHA QUITEAMUZING THATSCOOL BABE,PROBPOP IN & CU SATTHEN HUNNY 4BREKKIE! LOVE JEN XXX. PSXTRA LRG PORTIONS 4 ME PLEASE "
ham,"* Was a nice day and, impressively, i was sensible, went home early and now feel fine. Or am i just boring?! When's yours, i can't remember."
ham,Yup n her fren lor. I'm meeting my fren at 730.
ham,";-( oh well, c u later"
ham,"Aight I'll grab something to eat too, text me when you're back at mu"
ham,Were gonna go get some tacos
ham,"Could you not read me, my Love ? I answered you"
ham,How long does it take to get it.
ham,Oh did you charge camera
spam,Money i have won wining number 946 wot do i do next
ham,Rofl betta invest in some  anti aging products
ham,Right it wasnt you who phoned it was someone with a number like yours!
ham,"K, I might come by tonight then if my class lets out early"
